Locations,Season,Leg,Longitude,Latitude
Vienna Schonbrunn Palace  Gloriette ,23,6,16.37382,48.20817
Vienna Stadtpark,23,7,16.38201,48.20662
 Vienna International Airport,23,7,16.56658,48.11583
Abu Dhabi Sheikh Zayed Mosque,23,7,54.47478,24.41368
Abu Dhabi Irani Souk  Jaber Khoory Household Appliances Company,23,7,54.36667,24.46667
 Abu Dhabi Al Mina Vegetable Market or Dhow Harbor,23,7,54.36667,24.46667
 Abu Dhabi Al Bandar Marina to Yas Island Yas Marina,23,7,54.36667,24.46667
 Yas Island Yas Viceroy Abu Dhabi Hotel and Yas Marina Circuit,23,7,54.60401,24.49584
Yas Island Yas Marina Circuit  Champions' Podium ,23,7,54.60401,24.49584
Yas Island Yas Marina Circuit  Pit Row Garage,23,8,54.60401,24.49584
Al Khatim Desert Bou Thib Endurance Village,23,8,51.51596,24.97379
Al Ain Al Ain Oasis,23,8,55.77035,24.217
 Al Ain Al Jahili Fort,23,8,55.75201,24.21617
Al Ain Al Jahili Tower ,23,8,55.80231,24.13016
Ain alFayda Al Ain Wadi Adventure  ,23,8,55.73879,24.09385
Al Ain Jebel Hafeet  Mercure Grand Hotel ,23,8,55.80231,24.13016
 Yas Viceroy Abu Dhabi Hotel,23,9,54.60606,24.4674
 Abu Dhabi International Airport ,23,9,54.65007,24.44194
Cileunyi ,23,9,107.7408,-6.939008
Rancaekek Station ,23,9,107.7558,-6.964941
 Bandung Simpang Dago Market ,23,9,107.6082,-6.914864
Padasuka Indonesian Saung Angklung Udjo ,23,9,107.6565,-6.894354
Lembang Bosscha Observatory ,23,9,107.6159,-6.824513
Parongpong ,23,10,107.5801,-6.821282
Perahu Volcano  ,23,10,107.6098,-6.759638
Perahu Volcano ,23,10,107.6098,-6.759638
 Subang Gracia Spa Graha Ciater,23,10,107.7587,-6.571589
Curug Cimahi,23,10,107.5517,-6.963022
Bandung Sheraton ,23,11,107.6193,-6.874231
Husein Sastranegara International Airport ,23,11,107.5763,-6.900664
Setagaya Gotokuji Temple ,23,11,139.6532,35.64657
Kinuta Park,23,11,139.6214,35.62904
Shinjuku Central Park  ,23,11,139.6896,35.68976
Shibuya Scramble Crossing,23,11,139.6982,35.66404
Shibuya Konn Hachimang Shrine ,23,11,139.6982,35.66404
Shinjuku Central Park,23,12,139.6896,35.68976
Narita International Airport ,23,12,140.3929,35.77199
Douglas Island,23,12,-134.5461,58.26399
Taku Inlet ,23,12,-134.0589,58.29685
Juneau Blueberry Hills Trailhead,23,12,-134.4197,58.30194
Juneau End of North Douglas Highway  ,23,12,-134.4197,58.30194
College of the Canyons ,24,1,-118.5681,34.40453
Los Angeles International Airport ,24,1,-118.4085,33.94159
Guangzhou Jiangnan Avenue North,24,1,113.268,23.11036
Guangzhou Canton Tower,24,1,113.3245,23.10641
Guangzhou Haixinsha Stadium ,24,1,113.2644,23.12911
Guangzhou Guangzhou Opera House ,24,1,113.3223,23.11516
Guangzhou Chen Clan Academy,24,2,113.2463,23.12572
Guangzhou Edaytown Chinese ,24,2,113.2644,23.12911
Guangzhou Children's Activity Center Chinese,24,2,113.2644,23.12911
 Guangzhou Liwanhu Park Chinese or Sauna Center,24,2,113.2644,23.12911
Guangzhou Shamian Island Promenade ,24,2,113.2644,23.12911
Baiyun International Airport ,24,3,113.308,23.39591
Inanam Kiansom Waterfall ,24,3,116.2063,5.973731
Tuaran Kampung ,24,3,116.0854,5.973746
Kampung Tombung ,24,3,108.3297,-7.164344
Tanjung Aru Water Village ,24,3,116.0719,5.975539
Kota Kinabalu Prince Phillip Park ,24,4,116.0465,5.945176
Kota Kinabalu International Airport ,24,4,116.0488,5.930746
Kuala Lumpur Jalan Ampang Intersection  Petronas Towers,24,4,101.724,3.158569
Kuala Lumpur Traders Hotel  Skybar ,24,4,101.6869,3.139003
Gombak Batu Caves ,24,4,101.684,3.237884
Kuala Lumpur International Airport ,24,5,101.7042,2.754659
Colombo Gangaramaya Temple,24,5,79.85652,6.916596
 Colombo Fort Railway Station ,24,5,79.85051,6.933492
Koggala ,24,5,80.33524,6.000704
 Ahangama ,24,5,80.36952,6.002537
Colombo Trendy Connections Garment Factory  ,24,5,79.86124,6.927079
Colombo Rowing Club ,24,5,79.84785,6.930726
Colombo Dutch Museum,24,6,79.85157,6.93609
 Colombo Fort Railway Station ,24,6,79.85051,6.933492
Alawwa ,24,6,80.23492,7.296896
Alawwa Railway Station ,24,6,80.23862,7.29327
Rambukkana,24,6,80.38813,7.313524
Ambepussa ,24,6,80.21122,7.241776
Mount Lavinia Hotel Beach ,24,6,79.86715,6.839261
Bandaranaike International Airport ,24,7,79.88425,7.180155
Rome Hadrian's Bridge,24,7,12.7744,41.9428
 Rome Parco del Celio,24,7,12.49369,41.88789
 Rome Pantheon ,24,7,12.47687,41.89861
Spanish Steps ,24,7,12.48278,41.90599
Rome Piazza del Popolo ,24,7,12.47636,41.9107
Rome Villa Cagiati,24,8,12.49637,41.90278
Bagnoregio Civita di Bagnoregio ,24,8,12.1134,42.62775
Bagnoregio ,24,8,12.09115,42.62688
Orvieto La Badia di Orvieto ,24,8,12.11461,42.71007
Orvieto Funicular,24,8,12.11074,42.71851
Orvieto Pozzo di S Patrizio ,24,8,12.12037,42.72254
Orvieto Piazza del Duomo ,24,8,12.11228,42.71733
Roma Termini railway station ,24,9,12.49637,41.90278
Altdorf Tell Monument,24,9,8.643912,46.88179
Lucerne Chapel Bridge,24,9,8.307535,47.05165
Lucerne Hotel Schweizerhof,24,9,8.308929,47.05004
Lucerne Swiss Museum of Transport,24,9,8.336391,47.05287
Wolfenschiessen Oberrickenbach,24,9,8.405244,46.8967
 Oberrickenbach,24,9,8.417662,46.88793
Engelberg ,24,9,8.406987,46.81993
Zurich Airport ,24,10,8.555476,47.45822
Seville La Alameda  Statue of Hercules and Julius Caesar,24,10,-5.984459,37.38909
Seville Melado Peluqueros ,24,10,-5.984459,37.38909
Seville Real Alcazar  Patio de las Doncellas,24,10,-5.984459,37.38909
 Seville Museo del Baile Flamenco,24,10,-5.991232,37.38894
 Seville Las Teresas Cafe Bar,24,10,-5.984459,37.38909
Seville General Archive of the Indies ,24,10,-5.993094,37.3849
Seville Plaza de America ,24,10,-5.987187,37.37105
Seville Plaza de Espana ,24,10,-5.986742,37.37693
Madrid Aeropuerto T4 Station,24,11,-3.593554,40.49176
Barajas Airport ,24,11,-3.567951,40.48394
Liverpool Anfield,24,11,-2.950104,53.43198
Wrexham County Borough Wales  Pontcysyllte Aqueduct ,24,11,-2.992494,53.04304
Tattenhall England Bolesworth Estate ,24,11,-2.771825,53.12093
Peckforton Castle ,24,11,-2.876853,53.21427
Chester Carden Park Luxury Hotel,24,12,-2.893075,53.19339
Heathrow Airport ,24,12,-0.4542955,51.47002
Las Vegas Desert,24,12,-115.1621,36.16152
Las Vegas MGM Grand Las Vegas ,24,12,-115.1668,36.10271
Las Vegas Neon Museum Boneyard,24,12,-115.1398,36.16994
Las Vegas The Mirage,24,12,-115.0966,36.16429
Henderson Maverick,24,12,-115.1823,35.93436
Las Vegas Motor Speedway ,24,12,-115.0193,36.26401
 Times Square  Duffy Square ,25,1,-73.98513,40.75869
Corona Park  Unisphere,25,1,-73.84506,40.74638
John F Kennedy International Airport ,25,1,-73.77814,40.64131
Charlotte Amalie Vendors Plaza,25,1,-80.84313,35.22709
Charlotte Amalie Harbor ,25,1,-64.9407,18.33857
 Lovango Cay ,25,1,-64.80375,18.36245
Carval Rock ,25,1,-64.79436,18.36959
Hans Lollik Island Blackbeard's Revenge ,25,1,-64.90892,18.39804
Charlotte Amalie Magens Bay,25,1,-64.91985,18.35629
Charlotte Amalie Fort Christian ,25,1,-64.92959,18.34079
Cyril E King Airport,25,2,-64.97227,18.33606
London City Tower Bridge,25,2,-0.0753808,51.50546
 Westminster Somerset House ,25,2,-0.1174437,51.51076
 Westminster London Paddington station,25,2,-0.17615,51.516
Oxford Magdalen Bridge  Boathouse,25,2,-1.233107,51.74326
Oxford Christ Church College  Tom Quad,25,2,-1.257726,51.75202
Oxford Bear Inn ,25,2,-1.2557,51.7515
Woodstock Blenheim Palace ,25,2,-1.360972,51.84137
Oxford University Press ,25,3,-1.254704,51.75663
Oxford railway station ,25,3,-1.269913,51.75329
Aberdeen Union Square ,25,3,-2.095572,57.14728
Lerwick Shetland Islands Ferry Port,25,3,-1.158962,60.16326
Lerwick Royal National Lifeboat Station,25,3,-1.144569,60.15582
Scalloway Castle,25,3,-1.273972,60.13558
Peats of Scalloway ,25,3,-1.282203,60.13772
Scalloway Berry Farm,25,3,-1.282203,60.13772
St Ninian's Isle Tombolo ,25,3,-1.350723,59.97136
 Lerwick Ferry Port ,25,4,-1.158962,60.16326
Denmark  Copenhagen Airport,25,4,12.65076,55.61802
Malmo Sweden  Stortorget,25,4,13.00008,55.60664
Sankt Jorgens Alle,25,4,12.55886,55.67433
Copenhagen Ida Davidsen ,25,4,12.56834,55.6761
Copenhagen VM Houses ,25,4,12.56834,55.6761
Copenhagen Airport ,25,5,12.65076,55.61802
Marrakesh Jemaa elFnaa,25,5,-7.990183,31.62564
 Marrakesh ,25,5,-8.008889,31.63
Marrakesh,25,5,-8.008889,31.63
Ben Youssef Madrasa,25,5,-7.986,31.632
Jemaa elFnaa,25,5,-7.98909,31.62596
Marrakesh ,25,5,-8.008889,31.63
Marrakesh ,25,5,-8.008889,31.63
El Massi,25,6,-9.177792,30.43705
Koutoubia Mosque,25,6,-7.99356,31.62371
Amizmiz Abdessadek Boufoulouss Pottery Stand,25,6,-8.24044,31.21855
 Marrakesh,25,6,-8.008889,31.63
Tahannaout,25,6,-8.677593,31.1155
 Marrakesh ,25,6,-8.008889,31.63
Menara Airport ,25,7,-8.02061,31.61424
Palermo Teatro di Verdura ,25,7,13.33527,38.15983
Palermo Villa Costanza,25,7,13.34663,38.11387
Mondello Palermo Antico ,25,7,13.53031,38.0524
 Palermo ,25,7,13.36127,38.11569
Villa Niscemi ,25,7,13.33278,38.16212
 Pozzallo Port of Pozzallo ,25,8,14.83111,36.71667
Valletta Bridge Bar ,25,8,14.51455,35.89891
 Zurrieq Valley Sea,25,8,14.45131,35.81952
 Qrendi Blue Grotto,25,8,14.45213,35.82088
Birgu ,25,8,14.5225,35.88806
 Birgu,25,8,14.5225,35.88806
Birgu Harbour,25,8,14.52001,35.88723
Fort Manoel ,25,8,14.50545,35.90303
 Valletta Malta International Airport ,25,9,14.47683,35.8619
Pulau Ubin Coconut Stand,25,9,103.9579,1.412592
Sentosa Wave House ,25,9,103.8139,1.25448
Marina Bay Sands ,25,9,103.859,1.283878
Raffles Place  Centre Square,25,9,103.8515,1.283931
 Singapore,25,9,103.8198,1.352083
Singapore ,25,9,103.8198,1.352083
Singapore,25,9,103.8198,1.352083
Singapore The Fullerton Pavilion ,25,9,103.8198,1.352083
 Singapore Changi Airport ,25,10,103.9915,1.36442
Paranaque Baclaran Church,25,10,120.9938,14.53154
Rosario Phillipines,25,10,121.2,13.845
Manila Bay,25,10,120.758,14.51883
Naic Rice Fields ,25,10,120.758,14.51883
Manila Rajah Sulayman Park,25,11,120.9838,14.56879
Manila Baywalk,25,11,120.981,14.57239
 Manila Malate neighborhood,25,11,120.9842,14.59951
Manila Divisoria Market ,25,11,120.9842,14.59951
Manila ,25,11,120.9842,14.59951
Ninoy Aquino International Airport ,25,12,121.0165,14.51227
"Los Angeles, California",25,12,-118.2437,34.05223
"San Pedro, California",25,12,-118.2922,33.73606
"San Pedro, California",25,12,-118.2922,33.73606
"Wilmington, California ConGlobal Industries ",25,12,-118.2644,33.78579
Rancho Palos Verdes Point Vicente Light ,25,12,-118.387,33.74446
